facility_id,resource_id,batch_id,quantity,received_date,expiry_date
FAC013,RES011,BAT-1430,394,2025-12-11,2027-07-24
FAC013,RES012,BAT-1431,305,2025-11-28,2026-09-29
FAC013,RES013,BAT-1432,276,2025-12-21,2026-06-23
FAC013,RES014,BAT-1433,288,2025-09-02,2026-02-22
FAC013,RES014,BAT-1434,433,2025-12-11,2026-12-16
FAC013,RES015,BAT-1435,461,2025-09-02,2026-03-15
FAC013,RES015,BAT-1436,692,2025-12-11,2026-08-20
FAC013,RES016,BAT-1437,522,2025-10-07,2026-11-03
FAC013,RES017,BAT-1438,189,2025-09-02,2026-03-10
FAC013,RES017,BAT-1439,285,2025-12-11,2027-02-20
FAC013,RES018,BAT-1440,181,2025-11-13,2026-07-13
FAC013,RES019,BAT-1441,169,2025-11-21,2026-12-29
FAC013,RES020,BAT-1442,1009,2025-10-23,2027-06-04
FAC013,RES021,BAT-1443,58,2025-09-02,2026-05-02
FAC013,RES021,BAT-1444,88,2025-12-11,2026-11-27
FAC013,RES022,BAT-1445,51,2025-10-08,2026-12-25
FAC013,RES023,BAT-1446,683,2025-10-29,2027-06-03
FAC013,RES024,BAT-1447,663,2025-10-19,2027-03-25
FAC013,RES025,BAT-1448,249,2025-11-20,2026-08-26
FAC014,RES001,BAT-1449,347,2025-09-02,2026-02-18
FAC014,RES001,BAT-1450,522,2025-12-11,2027-01-14
FAC014,RES002,BAT-1451,105,2025-09-02,2026-05-04
FAC014,RES002,BAT-1452,159,2025-12-11,2026-08-08
FAC014,RES003,BAT-1453,279,2025-10-25,2026-10-03
FAC014,RES004,BAT-1454,870,2025-11-06,2026-08-05
FAC014,RES005,BAT-1455,319,2025-10-27,2027-05-28
FAC014,RES006,BAT-1456,116,2025-09-02,2026-02-19
FAC014,RES006,BAT-1457,174,2025-12-11,2027-05-04
FAC014,RES007,BAT-1458,148,2025-09-02,2026-03-24
FAC014,RES007,BAT-1459,223,2025-12-11,2027-04-18
FAC014,RES008,BAT-1460,293,2025-11-08,2026-05-29
FAC014,RES009,BAT-1461,612,2025-09-02,2026-02-24
FAC014,RES009,BAT-1462,920,2025-12-11,2026-08-23
FAC014,RES010,BAT-1463,483,2025-10-11,2027-05-10
FAC014,RES011,BAT-1464,437,2025-10-13,2027-04-28
FAC014,RES012,BAT-1465,415,2025-10-14,2026-11-11
FAC014,RES013,BAT-1466,173,2025-10-14,2026-05-27
FAC014,RES014,BAT-1467,813,2025-12-20,2026-05-17
FAC014,RES015,BAT-1468,556,2025-12-18,2027-04-23
FAC014,RES016,BAT-1469,527,2025-10-19,2027-01-05
FAC014,RES017,BAT-1470,519,2025-10-18,2027-03-24
FAC014,RES018,BAT-1471,222,2025-10-27,2026-05-04
FAC014,RES019,BAT-1472,190,2025-10-30,2026-05-09
FAC014,RES020,BAT-1473,290,2025-09-02,2026-04-18
FAC014,RES020,BAT-1474,437,2025-12-11,2026-10-10
FAC014,RES021,BAT-1475,87,2025-10-30,2027-01-10
FAC014,RES022,BAT-1476,51,2025-11-18,2027-01-21
FAC014,RES023,BAT-1477,467,2025-10-31,2026-10-21
FAC014,RES024,BAT-1478,604,2025-11-25,2026-09-16
FAC014,RES025,BAT-1479,147,2025-12-08,2026-05-14
FAC015,RES001,BAT-1480,533,2025-09-02,2026-03-30
FAC015,RES001,BAT-1481,800,2025-12-11,2027-06-09
FAC015,RES002,BAT-1482,438,2025-12-01,2026-09-06
FAC015,RES003,BAT-1483,122,2025-09-02,2026-05-22
FAC015,RES003,BAT-1484,184,2025-12-11,2026-08-01
FAC015,RES004,BAT-1485,573,2025-11-20,2027-05-15
FAC015,RES005,BAT-1486,175,2025-09-02,2026-03-04
FAC015,RES005,BAT-1487,263,2025-12-11,2026-07-30
FAC015,RES006,BAT-1488,129,2025-09-02,2026-02-27
FAC015,RES006,BAT-1489,194,2025-12-11,2026-10-11
FAC015,RES007,BAT-1490,366,2025-11-10,2027-06-17
FAC015,RES008,BAT-1491,218,2025-10-06,2027-03-11
FAC015,RES009,BAT-1492,737,2025-10-29,2026-11-02
FAC015,RES010,BAT-1493,401,2025-12-01,2026-06-10
FAC015,RES011,BAT-1494,230,2025-09-02,2026-04-19
FAC015,RES011,BAT-1495,347,2025-12-11,2026-12-31
FAC015,RES012,BAT-1496,395,2025-11-20,2027-06-24
FAC015,RES013,BAT-1497,165,2025-10-09,2026-09-28
FAC015,RES014,BAT-1498,632,2025-11-01,2026-12-16
FAC015,RES015,BAT-1499,348,2025-09-02,2026-04-23
FAC015,RES015,BAT-1500,522,2025-12-11,2026-09-03
FAC015,RES016,BAT-1501,275,2025-09-02,2026-05-13
FAC015,RES016,BAT-1502,413,2025-12-11,2027-02-08
FAC015,RES017,BAT-1503,332,2025-10-07,2027-01-09
FAC015,RES018,BAT-1504,46,2025-09-02,2026-03-07
FAC015,RES018,BAT-1505,69,2025-12-11,2026-10-11
FAC015,RES019,BAT-1506,80,2025-09-02,2026-05-19
FAC015,RES019,BAT-1507,120,2025-12-11,2027-03-02
FAC015,RES020,BAT-1508,1000,2025-11-17,2027-03-06
FAC015,RES021,BAT-1509,55,2025-09-02,2026-04-29
FAC015,RES021,BAT-1510,83,2025-12-11,2026-09-22
FAC015,RES022,BAT-1511,81,2025-10-13,2026-05-13
FAC015,RES023,BAT-1512,496,2025-11-04,2026-05-24
FAC015,RES024,BAT-1513,217,2025-09-02,2026-04-11
FAC015,RES024,BAT-1514,326,2025-12-11,2027-02-21
FAC015,RES025,BAT-1515,151,2025-12-10,2027-04-25
FAC016,RES001,BAT-1516,423,2025-09-02,2026-03-18
FAC016,RES001,BAT-1517,635,2025-12-11,2027-04-29
FAC016,RES002,BAT-1518,117,2025-09-02,2026-03-22
FAC016,RES002,BAT-1519,177,2025-12-11,2026-09-03
FAC016,RES003,BAT-1520,426,2025-10-03,2026-08-02
FAC016,RES004,BAT-1521,510,2025-11-08,2026-09-01
FAC016,RES005,BAT-1522,169,2025-09-02,2026-04-27
FAC016,RES005,BAT-1523,254,2025-12-11,2027-02-08
FAC016,RES006,BAT-1524,142,2025-09-02,2026-03-13
FAC016,RES006,BAT-1525,214,2025-12-11,2027-06-22
FAC016,RES007,BAT-1526,351,2025-10-12,2026-11-01
FAC016,RES008,BAT-1527,320,2025-12-14,2026-12-24
FAC016,RES009,BAT-1528,744,2025-11-02,2027-01-21
FAC016,RES010,BAT-1529,194,2025-09-02,2026-03-17
FAC016,RES010,BAT-1530,291,2025-12-11,2027-07-01
FAC016,RES011,BAT-1531,248,2025-09-02,2026-05-03
FAC016,RES011,BAT-1532,374,2025-12-11,2026-11-24
FAC016,RES012,BAT-1533,174,2025-09-02,2026-03-26
FAC016,RES012,BAT-1534,261,2025-12-11,2027-03-15
FAC016,RES013,BAT-1535,176,2025-10-03,2027-04-20
FAC016,RES014,BAT-1536,250,2025-09-02,2026-02-17
FAC016,RES014,BAT-1537,377,2025-12-11,2027-07-03
FAC016,RES015,BAT-1538,867,2025-11-23,2026-05-12
FAC016,RES016,BAT-1539,535,2025-11-19,2027-02-19
FAC016,RES017,BAT-1540,463,2025-10-06,2027-03-19
FAC016,RES018,BAT-1541,163,2025-12-15,2026-07-07
FAC016,RES019,BAT-1542,89,2025-09-02,2026-05-04
FAC016,RES019,BAT-1543,135,2025-12-11,2027-05-30
FAC016,RES020,BAT-1544,481,2025-09-02,2026-05-18
FAC016,RES020,BAT-1545,722,2025-12-11,2027-06-18
FAC016,RES021,BAT-1546,41,2025-09-02,2026-05-24
FAC016,RES021,BAT-1547,62,2025-12-11,2026-10-04
FAC016,RES022,BAT-1548,22,2025-09-02,2026-03-08
FAC016,RES022,BAT-1549,34,2025-12-11,2026-09-10
FAC016,RES023,BAT-1550,164,2025-09-02,2026-04-21
FAC016,RES023,BAT-1551,248,2025-12-11,2027-06-14
FAC016,RES024,BAT-1552,160,2025-09-02,2026-05-22
FAC016,RES024,BAT-1553,241,2025-12-11,2026-07-29
FAC016,RES025,BAT-1554,165,2025-12-20,2026-12-14
FAC017,RES001,BAT-1555,264,2025-09-02,2026-04-01
FAC017,RES001,BAT-1556,398,2025-12-11,2027-01-10
FAC017,RES002,BAT-1557,457,2025-12-03,2026-09-24
FAC017,RES003,BAT-1558,246,2025-11-10,2026-11-03
FAC017,RES004,BAT-1559,187,2025-09-02,2026-03-19
FAC017,RES004,BAT-1560,282,2025-12-11,2026-07-20
FAC017,RES005,BAT-1561,392,2025-10-10,2027-04-17
FAC017,RES006,BAT-1562,102,2025-09-02,2026-04-16
FAC017,RES006,BAT-1563,154,2025-12-11,2026-10-18
FAC017,RES007,BAT-1564,394,2025-11-13,2027-04-21
FAC017,RES008,BAT-1565,328,2025-11-14,2026-12-30
FAC017,RES009,BAT-1566,428,2025-09-02,2026-05-04
FAC017,RES009,BAT-1567,644,2025-12-11,2027-03-18
FAC017,RES010,BAT-1568,210,2025-09-02,2026-03-11
FAC017,RES010,BAT-1569,315,2025-12-11,2027-03-18
FAC017,RES011,BAT-1570,160,2025-09-02,2026-05-23
FAC017,RES011,BAT-1571,241,2025-12-11,2026-12-10
FAC017,RES012,BAT-1572,243,2025-11-29,2026-05-07
FAC017,RES013,BAT-1573,104,2025-09-02,2026-05-03
FAC017,RES013,BAT-1574,156,2025-12-11,2026-07-27
FAC017,RES014,BAT-1575,190,2025-09-02,2026-05-22
FAC017,RES014,BAT-1576,285,2025-12-11,2026-10-02
FAC017,RES015,BAT-1577,820,2025-12-04,2026-12-09
FAC017,RES016,BAT-1578,385,2025-09-02,2026-03-27
FAC017,RES016,BAT-1579,579,2025-12-11,2027-08-04
FAC017,RES017,BAT-1580,229,2025-09-02,2026-02-23
FAC017,RES017,BAT-1581,345,2025-12-11,2026-10-28
FAC017,RES018,BAT-1582,107,2025-10-05,2026-08-29
FAC017,RES019,BAT-1583,134,2025-10-29,2027-06-09
FAC017,RES020,BAT-1584,914,2025-10-12,2026-07-01
FAC017,RES021,BAT-1585,62,2025-09-02,2026-02-17
FAC017,RES021,BAT-1586,94,2025-12-11,2026-10-15
FAC017,RES022,BAT-1587,79,2025-11-23,2027-06-26
FAC017,RES023,BAT-1588,236,2025-09-02,2026-03-26
FAC017,RES023,BAT-1589,355,2025-12-11,2027-03-09
FAC017,RES024,BAT-1590,478,2025-12-03,2027-01-07
FAC017,RES025,BAT-1591,97,2025-09-02,2026-04-13
FAC017,RES025,BAT-1592,147,2025-12-11,2027-04-20
FAC018,RES001,BAT-1593,366,2025-09-02,2026-05-29
FAC018,RES001,BAT-1594,551,2025-12-11,2027-04-03
FAC018,RES002,BAT-1595,468,2025-12-12,2026-07-28
FAC018,RES003,BAT-1596,110,2025-09-02,2026-03-09
FAC018,RES003,BAT-1597,167,2025-12-11,2026-09-30
FAC018,RES004,BAT-1598,913,2025-11-29,2027-01-14
FAC018,RES005,BAT-1599,623,2025-11-28,2026-11-19
FAC018,RES006,BAT-1600,116,2025-09-02,2026-02-15
FAC018,RES006,BAT-1601,175,2025-12-11,2027-08-22
FAC018,RES007,BAT-1602,436,2025-10-31,2027-03-23
FAC018,RES008,BAT-1603,183,2025-10-03,2027-03-26
FAC018,RES009,BAT-1604,1113,2025-11-14,2026-07-24
FAC018,RES010,BAT-1605,195,2025-09-02,2026-03-03
FAC018,RES010,BAT-1606,294,2025-12-11,2027-06-18
FAC018,RES011,BAT-1607,195,2025-09-02,2026-03-02
FAC018,RES011,BAT-1608,294,2025-12-11,2027-06-21
FAC018,RES012,BAT-1609,94,2025-09-02,2026-03-28
FAC018,RES012,BAT-1610,141,2025-12-11,2026-08-16
FAC018,RES013,BAT-1611,171,2025-11-15,2027-05-04
FAC018,RES014,BAT-1612,344,2025-09-02,2026-05-01
FAC018,RES014,BAT-1613,518,2025-12-11,2026-08-09
FAC018,RES015,BAT-1614,379,2025-09-02,2026-05-22
FAC018,RES015,BAT-1615,569,2025-12-11,2026-11-08
FAC018,RES016,BAT-1616,823,2025-11-02,2027-01-05
FAC018,RES017,BAT-1617,179,2025-09-02,2026-05-07
FAC018,RES017,BAT-1618,269,2025-12-11,2027-05-22
FAC018,RES018,BAT-1619,210,2025-11-19,2026-07-22
FAC018,RES019,BAT-1620,226,2025-12-14,2026-06-14
FAC018,RES020,BAT-1621,432,2025-09-02,2026-04-24
FAC018,RES020,BAT-1622,649,2025-12-11,2027-07-27
FAC018,RES021,BAT-1623,136,2025-10-16,2026-09-19
FAC018,RES022,BAT-1624,20,2025-09-02,2026-04-18
FAC018,RES022,BAT-1625,32,2025-12-11,2026-12-06
FAC018,RES023,BAT-1626,514,2025-10-22,2027-06-01
FAC018,RES024,BAT-1627,272,2025-09-02,2026-03-16
FAC018,RES024,BAT-1628,408,2025-12-11,2027-03-14
FAC018,RES025,BAT-1629,71,2025-09-02,2026-03-20
FAC018,RES025,BAT-1630,108,2025-12-11,2027-08-08
FAC019,RES001,BAT-1631,245,2025-09-02,2026-03-24
FAC019,RES001,BAT-1632,368,2025-12-11,2027-04-25
FAC019,RES002,BAT-1633,293,2025-11-09,2026-09-02
FAC019,RES003,BAT-1634,357,2025-12-16,2026-05-02
FAC019,RES004,BAT-1635,335,2025-09-02,2026-02-22
FAC019,RES004,BAT-1636,504,2025-12-11,2026-08-18
FAC019,RES005,BAT-1637,449,2025-10-12,2026-05-06
FAC019,RES006,BAT-1638,187,2025-12-20,2027-01-13
FAC019,RES007,BAT-1639,284,2025-10-11,2027-01-04
FAC019,RES008,BAT-1640,97,2025-09-02,2026-03-07
FAC019,RES008,BAT-1641,147,2025-12-11,2026-07-20
FAC019,RES009,BAT-1642,323,2025-09-02,2026-03-13
FAC019,RES009,BAT-1643,486,2025-12-11,2027-06-20
FAC019,RES010,BAT-1644,223,2025-09-02,2026-05-19
FAC019,RES010,BAT-1645,335,2025-12-11,2027-02-14
FAC019,RES011,BAT-1646,460,2025-11-12,2027-03-14
FAC019,RES012,BAT-1647,353,2025-11-19,2027-03-15
FAC019,RES013,BAT-1648,67,2025-09-02,2026-03-25
FAC019,RES013,BAT-1649,102,2025-12-11,2026-10-26
FAC019,RES014,BAT-1650,823,2025-12-10,2027-03-27
FAC019,RES015,BAT-1651,1168,2025-10-06,2027-02-14
FAC019,RES016,BAT-1652,1038,2025-10-11,2027-01-09
FAC019,RES017,BAT-1653,195,2025-09-02,2026-03-19
FAC019,RES017,BAT-1654,294,2025-12-11,2027-04-02
FAC019,RES018,BAT-1655,54,2025-09-02,2026-04-20
FAC019,RES018,BAT-1656,83,2025-12-11,2026-10-01
FAC019,RES019,BAT-1657,164,2025-12-11,2026-08-07
FAC019,RES020,BAT-1658,1171,2025-10-07,2027-06-17
FAC019,RES021,BAT-1659,37,2025-09-02,2026-03-18
FAC019,RES021,BAT-1660,57,2025-12-11,2026-12-27
FAC019,RES022,BAT-1661,45,2025-10-10,2026-10-17
FAC019,RES023,BAT-1662,378,2025-10-17,2027-06-13
FAC019,RES024,BAT-1663,548,2025-10-15,2027-06-21
FAC019,RES025,BAT-1664,57,2025-09-02,2026-04-19
FAC019,RES025,BAT-1665,86,2025-12-11,2026-09-10
FAC020,RES001,BAT-1666,822,2025-10-08,2026-06-13
FAC020,RES002,BAT-1667,312,2025-10-27,2026-07-18
FAC020,RES003,BAT-1668,117,2025-09-02,2026-02-16
FAC020,RES003,BAT-1669,177,2025-12-11,2027-02-20
FAC020,RES004,BAT-1670,264,2025-09-02,2026-05-27
FAC020,RES004,BAT-1671,398,2025-12-11,2026-12-27
FAC020,RES005,BAT-1672,488,2025-11-13,2026-05-02
FAC020,RES006,BAT-1673,172,2025-11-19,2026-12-14
FAC020,RES007,BAT-1674,409,2025-10-10,2026-08-19
FAC020,RES008,BAT-1675,269,2025-11-09,2027-02-03
FAC020,RES009,BAT-1676,799,2025-12-06,2027-06-16
FAC020,RES010,BAT-1677,287,2025-10-08,2027-06-14
FAC020,RES011,BAT-1678,390,2025-10-25,2026-05-29
FAC020,RES012,BAT-1679,150,2025-09-02,2026-04-14
FAC020,RES012,BAT-1680,226,2025-12-11,2027-03-24
FAC020,RES013,BAT-1681,276,2025-11-20,2026-12-20
FAC020,RES014,BAT-1682,725,2025-10-15,2027-01-08
FAC020,RES015,BAT-1683,356,2025-09-02,2026-04-02
FAC020,RES015,BAT-1684,534,2025-12-11,2026-12-21
FAC020,RES016,BAT-1685,510,2025-11-29,2026-08-24
FAC020,RES017,BAT-1686,440,2025-11-01,2027-06-14
FAC020,RES018,BAT-1687,43,2025-09-02,2026-02-27
FAC020,RES018,BAT-1688,65,2025-12-11,2026-12-27
FAC020,RES019,BAT-1689,241,2025-10-27,2026-05-18
FAC020,RES020,BAT-1690,844,2025-10-15,2026-11-16
FAC020,RES021,BAT-1691,56,2025-09-02,2026-04-05
FAC020,RES021,BAT-1692,86,2025-12-11,2027-08-11
FAC020,RES022,BAT-1693,68,2025-11-23,2027-06-26
FAC020,RES023,BAT-1694,238,2025-09-02,2026-03-19
FAC020,RES023,BAT-1695,357,2025-12-11,2026-11-05
FAC020,RES024,BAT-1696,184,2025-09-02,2026-03-21
FAC020,RES024,BAT-1697,277,2025-12-11,2026-08-26
FAC020,RES025,BAT-1698,91,2025-09-02,2026-04-16
FAC020,RES025,BAT-1699,137,2025-12-11,2027-03-18
