date,facility_id,resource_id,quantity_consumed
2025-01-19,FAC020,RES012,6
2025-01-19,FAC020,RES013,6
2025-01-19,FAC020,RES014,13
2025-01-19,FAC020,RES015,23
2025-01-19,FAC020,RES016,20
2025-01-19,FAC020,RES017,16
2025-01-19,FAC020,RES018,7
2025-01-19,FAC020,RES019,4
2025-01-19,FAC020,RES020,21
2025-01-19,FAC020,RES021,6
2025-01-19,FAC020,RES022,5
2025-01-19,FAC020,RES023,13
2025-01-19,FAC020,RES024,15
2025-01-19,FAC020,RES025,2
2025-01-20,FAC001,RES001,224
2025-01-20,FAC001,RES002,131
2025-01-20,FAC001,RES003,93
2025-01-20,FAC001,RES004,421
2025-01-20,FAC001,RES005,216
2025-01-20,FAC001,RES006,72
2025-01-20,FAC001,RES007,86
2025-01-20,FAC001,RES008,44
2025-01-20,FAC001,RES009,266
2025-01-20,FAC001,RES010,124
2025-01-20,FAC001,RES011,107
2025-01-20,FAC001,RES012,81
2025-01-20,FAC001,RES013,117
2025-01-20,FAC001,RES014,175
2025-01-20,FAC001,RES015,271
2025-01-20,FAC001,RES016,274
2025-01-20,FAC001,RES017,109
2025-01-20,FAC001,RES018,48
2025-01-20,FAC001,RES019,71
2025-01-20,FAC001,RES020,275
2025-01-20,FAC001,RES021,24
2025-01-20,FAC001,RES022,9
2025-01-20,FAC001,RES023,155
2025-01-20,FAC001,RES024,88
2025-01-20,FAC001,RES025,41
2025-01-20,FAC002,RES001,308
2025-01-20,FAC002,RES002,114
2025-01-20,FAC002,RES003,169
2025-01-20,FAC002,RES004,428
2025-01-20,FAC002,RES005,220
2025-01-20,FAC002,RES006,79
2025-01-20,FAC002,RES007,76
2025-01-20,FAC002,RES008,80
2025-01-20,FAC002,RES009,279
2025-01-20,FAC002,RES010,101
2025-01-20,FAC002,RES011,236
2025-01-20,FAC002,RES012,83
2025-01-20,FAC002,RES013,116
2025-01-20,FAC002,RES014,225
2025-01-20,FAC002,RES015,325
2025-01-20,FAC002,RES016,286
2025-01-20,FAC002,RES017,131
2025-01-20,FAC002,RES018,68
2025-01-20,FAC002,RES019,66
2025-01-20,FAC002,RES020,350
2025-01-20,FAC002,RES021,39
2025-01-20,FAC002,RES022,13
2025-01-20,FAC002,RES023,170
2025-01-20,FAC002,RES024,126
2025-01-20,FAC002,RES025,57
2025-01-20,FAC003,RES001,396
2025-01-20,FAC003,RES002,115
2025-01-20,FAC003,RES003,132
2025-01-20,FAC003,RES004,411
2025-01-20,FAC003,RES005,268
2025-01-20,FAC003,RES006,61
2025-01-20,FAC003,RES007,83
2025-01-20,FAC003,RES008,65
2025-01-20,FAC003,RES009,287
2025-01-20,FAC003,RES010,115
2025-01-20,FAC003,RES011,199
2025-01-20,FAC003,RES012,88
2025-01-20,FAC003,RES013,122
2025-01-20,FAC003,RES014,219
2025-01-20,FAC003,RES015,349
2025-01-20,FAC003,RES016,264
2025-01-20,FAC003,RES017,154
2025-01-20,FAC003,RES018,68
2025-01-20,FAC003,RES019,86
2025-01-20,FAC003,RES020,343
2025-01-20,FAC003,RES021,34
2025-01-20,FAC003,RES022,14
2025-01-20,FAC003,RES023,136
2025-01-20,FAC003,RES024,119
2025-01-20,FAC003,RES025,41
2025-01-20,FAC004,RES001,283
2025-01-20,FAC004,RES002,149
2025-01-20,FAC004,RES003,129
2025-01-20,FAC004,RES004,378
2025-01-20,FAC004,RES005,323
2025-01-20,FAC004,RES006,66
2025-01-20,FAC004,RES007,48
2025-01-20,FAC004,RES008,58
2025-01-20,FAC004,RES009,248
2025-01-20,FAC004,RES010,128
2025-01-20,FAC004,RES011,149
2025-01-20,FAC004,RES012,83
2025-01-20,FAC004,RES013,80
2025-01-20,FAC004,RES014,187
2025-01-20,FAC004,RES015,307
2025-01-20,FAC004,RES016,296
2025-01-20,FAC004,RES017,105
2025-01-20,FAC004,RES018,54
2025-01-20,FAC004,RES019,82
2025-01-20,FAC004,RES020,366
2025-01-20,FAC004,RES021,31
2025-01-20,FAC004,RES022,11
2025-01-20,FAC004,RES023,127
2025-01-20,FAC004,RES024,85
2025-01-20,FAC004,RES025,46
2025-01-20,FAC005,RES001,93
2025-01-20,FAC005,RES002,35
2025-01-20,FAC005,RES003,37
2025-01-20,FAC005,RES004,173
2025-01-20,FAC005,RES005,120
2025-01-20,FAC005,RES006,33
2025-01-20,FAC005,RES007,19
2025-01-20,FAC005,RES008,20
2025-01-20,FAC005,RES009,116
2025-01-20,FAC005,RES010,37
2025-01-20,FAC005,RES011,63
2025-01-20,FAC005,RES012,33
2025-01-20,FAC005,RES013,33
2025-01-20,FAC005,RES014,87
2025-01-20,FAC005,RES015,123
2025-01-20,FAC005,RES016,91
2025-01-20,FAC005,RES017,68
2025-01-20,FAC005,RES018,21
2025-01-20,FAC005,RES019,29
2025-01-20,FAC005,RES020,140
2025-01-20,FAC005,RES021,8
2025-01-20,FAC005,RES022,7
2025-01-20,FAC005,RES023,50
2025-01-20,FAC005,RES024,55
2025-01-20,FAC005,RES025,21
2025-01-20,FAC006,RES001,113
2025-01-20,FAC006,RES002,60
2025-01-20,FAC006,RES003,76
2025-01-20,FAC006,RES004,150
2025-01-20,FAC006,RES005,117
2025-01-20,FAC006,RES006,40
2025-01-20,FAC006,RES007,20
2025-01-20,FAC006,RES008,28
2025-01-20,FAC006,RES009,111
2025-01-20,FAC006,RES010,42
2025-01-20,FAC006,RES011,61
2025-01-20,FAC006,RES012,38
2025-01-20,FAC006,RES013,36
2025-01-20,FAC006,RES014,64
2025-01-20,FAC006,RES015,118
2025-01-20,FAC006,RES016,78
2025-01-20,FAC006,RES017,45
2025-01-20,FAC006,RES018,22
2025-01-20,FAC006,RES019,32
2025-01-20,FAC006,RES020,126
2025-01-20,FAC006,RES021,18
2025-01-20,FAC006,RES022,2
2025-01-20,FAC006,RES023,63
2025-01-20,FAC006,RES024,60
2025-01-20,FAC006,RES025,13
2025-01-20,FAC007,RES001,116
2025-01-20,FAC007,RES002,61
2025-01-20,FAC007,RES003,61
2025-01-20,FAC007,RES004,157
2025-01-20,FAC007,RES005,96
2025-01-20,FAC007,RES006,26
2025-01-20,FAC007,RES007,26
2025-01-20,FAC007,RES008,23
2025-01-20,FAC007,RES009,107
2025-01-20,FAC007,RES010,29
2025-01-20,FAC007,RES011,68
2025-01-20,FAC007,RES012,30
2025-01-20,FAC007,RES013,29
2025-01-20,FAC007,RES014,115
2025-01-20,FAC007,RES015,95
2025-01-20,FAC007,RES016,97
2025-01-20,FAC007,RES017,61
2025-01-20,FAC007,RES018,22
2025-01-20,FAC007,RES019,33
2025-01-20,FAC007,RES020,153
2025-01-20,FAC007,RES021,22
2025-01-20,FAC007,RES022,7
2025-01-20,FAC007,RES023,45
2025-01-20,FAC007,RES024,52
2025-01-20,FAC007,RES025,25
2025-01-20,FAC008,RES001,137
2025-01-20,FAC008,RES002,71
2025-01-20,FAC008,RES003,62
2025-01-20,FAC008,RES004,199
2025-01-20,FAC008,RES005,132
2025-01-20,FAC008,RES006,53
2025-01-20,FAC008,RES007,37
2025-01-20,FAC008,RES008,32
2025-01-20,FAC008,RES009,117
2025-01-20,FAC008,RES010,54
2025-01-20,FAC008,RES011,104
2025-01-20,FAC008,RES012,42
2025-01-20,FAC008,RES013,40
2025-01-20,FAC008,RES014,78
2025-01-20,FAC008,RES015,142
2025-01-20,FAC008,RES016,113
2025-01-20,FAC008,RES017,64
2025-01-20,FAC008,RES018,30
2025-01-20,FAC008,RES019,23
2025-01-20,FAC008,RES020,140
2025-01-20,FAC008,RES021,17
2025-01-20,FAC008,RES022,6
2025-01-20,FAC008,RES023,63
2025-01-20,FAC008,RES024,57
2025-01-20,FAC008,RES025,29
2025-01-20,FAC009,RES001,135
2025-01-20,FAC009,RES002,48
2025-01-20,FAC009,RES003,61
2025-01-20,FAC009,RES004,173
2025-01-20,FAC009,RES005,136
2025-01-20,FAC009,RES006,38
2025-01-20,FAC009,RES007,37
2025-01-20,FAC009,RES008,26
2025-01-20,FAC009,RES009,120
2025-01-20,FAC009,RES010,59
2025-01-20,FAC009,RES011,103
2025-01-20,FAC009,RES012,29
2025-01-20,FAC009,RES013,55
2025-01-20,FAC009,RES014,58
2025-01-20,FAC009,RES015,131
2025-01-20,FAC009,RES016,172
2025-01-20,FAC009,RES017,50
2025-01-20,FAC009,RES018,20
2025-01-20,FAC009,RES019,27
2025-01-20,FAC009,RES020,125
2025-01-20,FAC009,RES021,12
2025-01-20,FAC009,RES022,2
2025-01-20,FAC009,RES023,59
2025-01-20,FAC009,RES024,49
2025-01-20,FAC009,RES025,21
2025-01-20,FAC010,RES001,132
2025-01-20,FAC010,RES002,52
2025-01-20,FAC010,RES003,58
2025-01-20,FAC010,RES004,168
2025-01-20,FAC010,RES005,124
2025-01-20,FAC010,RES006,39
2025-01-20,FAC010,RES007,37
2025-01-20,FAC010,RES008,29
2025-01-20,FAC010,RES009,141
2025-01-20,FAC010,RES010,39
2025-01-20,FAC010,RES011,76
2025-01-20,FAC010,RES012,32
2025-01-20,FAC010,RES013,51
2025-01-20,FAC010,RES014,82
2025-01-20,FAC010,RES015,124
2025-01-20,FAC010,RES016,159
2025-01-20,FAC010,RES017,88
2025-01-20,FAC010,RES018,25
2025-01-20,FAC010,RES019,32
2025-01-20,FAC010,RES020,125
2025-01-20,FAC010,RES021,11
2025-01-20,FAC010,RES022,3
2025-01-20,FAC010,RES023,58
2025-01-20,FAC010,RES024,78
2025-01-20,FAC010,RES025,26
2025-01-20,FAC011,RES001,103
2025-01-20,FAC011,RES002,56
2025-01-20,FAC011,RES003,44
2025-01-20,FAC011,RES004,148
2025-01-20,FAC011,RES005,72
2025-01-20,FAC011,RES006,32
2025-01-20,FAC011,RES007,38
2025-01-20,FAC011,RES008,14
2025-01-20,FAC011,RES009,111
2025-01-20,FAC011,RES010,31
2025-01-20,FAC011,RES011,74
2025-01-20,FAC011,RES012,27
2025-01-20,FAC011,RES013,53
2025-01-20,FAC011,RES014,72
2025-01-20,FAC011,RES015,126
2025-01-20,FAC011,RES016,117
2025-01-20,FAC011,RES017,60
2025-01-20,FAC011,RES018,21
2025-01-20,FAC011,RES019,28
2025-01-20,FAC011,RES020,137
2025-01-20,FAC011,RES021,17
2025-01-20,FAC011,RES022,5
2025-01-20,FAC011,RES023,59
2025-01-20,FAC011,RES024,29
2025-01-20,FAC011,RES025,21
2025-01-20,FAC012,RES001,133
2025-01-20,FAC012,RES002,59
2025-01-20,FAC012,RES003,77
2025-01-20,FAC012,RES004,163
2025-01-20,FAC012,RES005,111
2025-01-20,FAC012,RES006,32
2025-01-20,FAC012,RES007,37
2025-01-20,FAC012,RES008,28
2025-01-20,FAC012,RES009,106
2025-01-20,FAC012,RES010,68
2025-01-20,FAC012,RES011,111
2025-01-20,FAC012,RES012,39
2025-01-20,FAC012,RES013,52
2025-01-20,FAC012,RES014,103
2025-01-20,FAC012,RES015,177
2025-01-20,FAC012,RES016,142
2025-01-20,FAC012,RES017,78
2025-01-20,FAC012,RES018,16
2025-01-20,FAC012,RES019,33
2025-01-20,FAC012,RES020,195
2025-01-20,FAC012,RES021,16
2025-01-20,FAC012,RES022,4
2025-01-20,FAC012,RES023,72
2025-01-20,FAC012,RES024,54
2025-01-20,FAC012,RES025,33
2025-01-20,FAC013,RES001,48
2025-01-20,FAC013,RES002,29
2025-01-20,FAC013,RES003,27
2025-01-20,FAC013,RES004,63
2025-01-20,FAC013,RES005,41
2025-01-20,FAC013,RES006,15
2025-01-20,FAC013,RES007,12
2025-01-20,FAC013,RES008,15
2025-01-20,FAC013,RES009,50
2025-01-20,FAC013,RES010,25
2025-01-20,FAC013,RES011,31
2025-01-20,FAC013,RES012,7
2025-01-20,FAC013,RES013,17
2025-01-20,FAC013,RES014,27
2025-01-20,FAC013,RES015,42
2025-01-20,FAC013,RES016,54
2025-01-20,FAC013,RES017,15
2025-01-20,FAC013,RES018,13
2025-01-20,FAC013,RES019,15
2025-01-20,FAC013,RES020,71
2025-01-20,FAC013,RES021,5
2025-01-20,FAC013,RES022,2
2025-01-20,FAC013,RES023,30
2025-01-20,FAC013,RES024,22
2025-01-20,FAC013,RES025,12
2025-01-20,FAC014,RES001,37
2025-01-20,FAC014,RES002,21
2025-01-20,FAC014,RES003,15
2025-01-20,FAC014,RES004,52
2025-01-20,FAC014,RES005,35
2025-01-20,FAC014,RES006,12
2025-01-20,FAC014,RES007,10
2025-01-20,FAC014,RES008,7
2025-01-20,FAC014,RES009,43
2025-01-20,FAC014,RES010,17
2025-01-20,FAC014,RES011,26
2025-01-20,FAC014,RES012,9
2025-01-20,FAC014,RES013,10
2025-01-20,FAC014,RES014,28
2025-01-20,FAC014,RES015,37
2025-01-20,FAC014,RES016,27
2025-01-20,FAC014,RES017,20
2025-01-20,FAC014,RES018,12
2025-01-20,FAC014,RES019,11
2025-01-20,FAC014,RES020,40
2025-01-20,FAC014,RES021,3
2025-01-20,FAC014,RES022,1
2025-01-20,FAC014,RES023,17
2025-01-20,FAC014,RES024,15
2025-01-20,FAC014,RES025,8
2025-01-20,FAC015,RES001,30
2025-01-20,FAC015,RES002,20
2025-01-20,FAC015,RES003,24
2025-01-20,FAC015,RES004,67
2025-01-20,FAC015,RES005,44
2025-01-20,FAC015,RES006,11
2025-01-20,FAC015,RES007,12
2025-01-20,FAC015,RES008,3
2025-01-20,FAC015,RES009,35
2025-01-20,FAC015,RES010,17
2025-01-20,FAC015,RES011,23
2025-01-20,FAC015,RES012,9
2025-01-20,FAC015,RES013,12
2025-01-20,FAC015,RES014,27
2025-01-20,FAC015,RES015,36
2025-01-20,FAC015,RES016,40
2025-01-20,FAC015,RES017,27
2025-01-20,FAC015,RES018,5
2025-01-20,FAC015,RES019,9
2025-01-20,FAC015,RES020,40
2025-01-20,FAC015,RES021,6
2025-01-20,FAC015,RES022,2
2025-01-20,FAC015,RES023,12
2025-01-20,FAC015,RES024,23
2025-01-20,FAC015,RES025,6
2025-01-20,FAC016,RES001,39
2025-01-20,FAC016,RES002,13
2025-01-20,FAC016,RES003,18
2025-01-20,FAC016,RES004,66
2025-01-20,FAC016,RES005,38
2025-01-20,FAC016,RES006,13
2025-01-20,FAC016,RES007,19
2025-01-20,FAC016,RES008,6
2025-01-20,FAC016,RES009,28
2025-01-20,FAC016,RES010,19
2025-01-20,FAC016,RES011,24
2025-01-20,FAC016,RES012,13
2025-01-20,FAC016,RES013,10
2025-01-20,FAC016,RES014,31
2025-01-20,FAC016,RES015,47
2025-01-20,FAC016,RES016,41
2025-01-20,FAC016,RES017,14
2025-01-20,FAC016,RES018,9
2025-01-20,FAC016,RES019,9
2025-01-20,FAC016,RES020,55
2025-01-20,FAC016,RES021,3
2025-01-20,FAC016,RES022,0
2025-01-20,FAC016,RES023,24
2025-01-20,FAC016,RES024,27
2025-01-20,FAC016,RES025,6
2025-01-20,FAC017,RES001,35
2025-01-20,FAC017,RES002,34
2025-01-20,FAC017,RES003,24
2025-01-20,FAC017,RES004,48
2025-01-20,FAC017,RES005,37
2025-01-20,FAC017,RES006,14
2025-01-20,FAC017,RES007,18
2025-01-20,FAC017,RES008,12
2025-01-20,FAC017,RES009,37
2025-01-20,FAC017,RES010,21
2025-01-20,FAC017,RES011,24
2025-01-20,FAC017,RES012,16
2025-01-20,FAC017,RES013,14
2025-01-20,FAC017,RES014,20
2025-01-20,FAC017,RES015,55
2025-01-20,FAC017,RES016,42
2025-01-20,FAC017,RES017,22
2025-01-20,FAC017,RES018,10
2025-01-20,FAC017,RES019,14
2025-01-20,FAC017,RES020,65
2025-01-20,FAC017,RES021,3
2025-01-20,FAC017,RES022,0
2025-01-20,FAC017,RES023,22
2025-01-20,FAC017,RES024,18
2025-01-20,FAC017,RES025,6
2025-01-20,FAC018,RES001,48
2025-01-20,FAC018,RES002,21
2025-01-20,FAC018,RES003,21
2025-01-20,FAC018,RES004,32
2025-01-20,FAC018,RES005,37
2025-01-20,FAC018,RES006,7
2025-01-20,FAC018,RES007,15
2025-01-20,FAC018,RES008,8
2025-01-20,FAC018,RES009,38
2025-01-20,FAC018,RES010,14
2025-01-20,FAC018,RES011,25
2025-01-20,FAC018,RES012,10
2025-01-20,FAC018,RES013,22
2025-01-20,FAC018,RES014,32
2025-01-20,FAC018,RES015,40
2025-01-20,FAC018,RES016,41
2025-01-20,FAC018,RES017,33
2025-01-20,FAC018,RES018,5
2025-01-20,FAC018,RES019,19
2025-01-20,FAC018,RES020,50
2025-01-20,FAC018,RES021,6
2025-01-20,FAC018,RES022,4
2025-01-20,FAC018,RES023,9
2025-01-20,FAC018,RES024,17
2025-01-20,FAC018,RES025,9
2025-01-20,FAC019,RES001,35
2025-01-20,FAC019,RES002,17
2025-01-20,FAC019,RES003,9
2025-01-20,FAC019,RES004,51
2025-01-20,FAC019,RES005,32
2025-01-20,FAC019,RES006,9
2025-01-20,FAC019,RES007,12
2025-01-20,FAC019,RES008,6
2025-01-20,FAC019,RES009,33
2025-01-20,FAC019,RES010,11
2025-01-20,FAC019,RES011,37
2025-01-20,FAC019,RES012,17
2025-01-20,FAC019,RES013,13
2025-01-20,FAC019,RES014,32
2025-01-20,FAC019,RES015,55
2025-01-20,FAC019,RES016,35
2025-01-20,FAC019,RES017,17
2025-01-20,FAC019,RES018,4
2025-01-20,FAC019,RES019,10
2025-01-20,FAC019,RES020,49
2025-01-20,FAC019,RES021,4
2025-01-20,FAC019,RES022,4
2025-01-20,FAC019,RES023,23
2025-01-20,FAC019,RES024,19
2025-01-20,FAC019,RES025,4
2025-01-20,FAC020,RES001,31
2025-01-20,FAC020,RES002,16
2025-01-20,FAC020,RES003,27
2025-01-20,FAC020,RES004,66
2025-01-20,FAC020,RES005,19
2025-01-20,FAC020,RES006,12
2025-01-20,FAC020,RES007,10
2025-01-20,FAC020,RES008,5
2025-01-20,FAC020,RES009,47
2025-01-20,FAC020,RES010,21
2025-01-20,FAC020,RES011,22
2025-01-20,FAC020,RES012,16
2025-01-20,FAC020,RES013,13
2025-01-20,FAC020,RES014,26
2025-01-20,FAC020,RES015,35
2025-01-20,FAC020,RES016,40
2025-01-20,FAC020,RES017,18
2025-01-20,FAC020,RES018,7
2025-01-20,FAC020,RES019,11
2025-01-20,FAC020,RES020,59
2025-01-20,FAC020,RES021,4
2025-01-20,FAC020,RES022,1
2025-01-20,FAC020,RES023,25
2025-01-20,FAC020,RES024,18
2025-01-20,FAC020,RES025,3
2025-01-21,FAC001,RES001,223
2025-01-21,FAC001,RES002,127
2025-01-21,FAC001,RES003,91
2025-01-21,FAC001,RES004,335
2025-01-21,FAC001,RES005,171
2025-01-21,FAC001,RES006,75
2025-01-21,FAC001,RES007,77
2025-01-21,FAC001,RES008,50
2025-01-21,FAC001,RES009,260
2025-01-21,FAC001,RES010,96
2025-01-21,FAC001,RES011,155
2025-01-21,FAC001,RES012,68
2025-01-21,FAC001,RES013,96
2025-01-21,FAC001,RES014,141
2025-01-21,FAC001,RES015,259
2025-01-21,FAC001,RES016,211
2025-01-21,FAC001,RES017,121
2025-01-21,FAC001,RES018,54
2025-01-21,FAC001,RES019,76
2025-01-21,FAC001,RES020,290
2025-01-21,FAC001,RES021,39
2025-01-21,FAC001,RES022,12
2025-01-21,FAC001,RES023,94
2025-01-21,FAC001,RES024,105
2025-01-21,FAC001,RES025,35
2025-01-21,FAC002,RES001,260
2025-01-21,FAC002,RES002,130
2025-01-21,FAC002,RES003,132
2025-01-21,FAC002,RES004,421
2025-01-21,FAC002,RES005,276
2025-01-21,FAC002,RES006,77
2025-01-21,FAC002,RES007,75
2025-01-21,FAC002,RES008,46
2025-01-21,FAC002,RES009,266
2025-01-21,FAC002,RES010,95
2025-01-21,FAC002,RES011,207
2025-01-21,FAC002,RES012,63
2025-01-21,FAC002,RES013,118
2025-01-21,FAC002,RES014,191
2025-01-21,FAC002,RES015,279
2025-01-21,FAC002,RES016,254
2025-01-21,FAC002,RES017,146
2025-01-21,FAC002,RES018,47
2025-01-21,FAC002,RES019,53
2025-01-21,FAC002,RES020,270
2025-01-21,FAC002,RES021,29
2025-01-21,FAC002,RES022,14
2025-01-21,FAC002,RES023,160
2025-01-21,FAC002,RES024,164
2025-01-21,FAC002,RES025,44
2025-01-21,FAC003,RES001,310
2025-01-21,FAC003,RES002,92
2025-01-21,FAC003,RES003,152
2025-01-21,FAC003,RES004,388
2025-01-21,FAC003,RES005,218
2025-01-21,FAC003,RES006,96
2025-01-21,FAC003,RES007,85
2025-01-21,FAC003,RES008,56
2025-01-21,FAC003,RES009,291
2025-01-21,FAC003,RES010,104
2025-01-21,FAC003,RES011,182
2025-01-21,FAC003,RES012,81
2025-01-21,FAC003,RES013,78
2025-01-21,FAC003,RES014,151
2025-01-21,FAC003,RES015,230
2025-01-21,FAC003,RES016,282
2025-01-21,FAC003,RES017,152
2025-01-21,FAC003,RES018,51
2025-01-21,FAC003,RES019,68
2025-01-21,FAC003,RES020,371
2025-01-21,FAC003,RES021,43
2025-01-21,FAC003,RES022,13
2025-01-21,FAC003,RES023,113
2025-01-21,FAC003,RES024,127
2025-01-21,FAC003,RES025,49
2025-01-21,FAC004,RES001,265
2025-01-21,FAC004,RES002,126
2025-01-21,FAC004,RES003,112
2025-01-21,FAC004,RES004,346
2025-01-21,FAC004,RES005,184
2025-01-21,FAC004,RES006,54
2025-01-21,FAC004,RES007,94
2025-01-21,FAC004,RES008,51
2025-01-21,FAC004,RES009,250
2025-01-21,FAC004,RES010,80
2025-01-21,FAC004,RES011,141
2025-01-21,FAC004,RES012,80
2025-01-21,FAC004,RES013,149
2025-01-21,FAC004,RES014,200
2025-01-21,FAC004,RES015,229
2025-01-21,FAC004,RES016,208
2025-01-21,FAC004,RES017,108
2025-01-21,FAC004,RES018,41
2025-01-21,FAC004,RES019,69
2025-01-21,FAC004,RES020,297
2025-01-21,FAC004,RES021,25
2025-01-21,FAC004,RES022,14
2025-01-21,FAC004,RES023,144
2025-01-21,FAC004,RES024,144
2025-01-21,FAC004,RES025,25
2025-01-21,FAC005,RES001,113
2025-01-21,FAC005,RES002,47
2025-01-21,FAC005,RES003,45
2025-01-21,FAC005,RES004,162
2025-01-21,FAC005,RES005,111
2025-01-21,FAC005,RES006,35
2025-01-21,FAC005,RES007,41
2025-01-21,FAC005,RES008,25
2025-01-21,FAC005,RES009,111
2025-01-21,FAC005,RES010,30
2025-01-21,FAC005,RES011,87
2025-01-21,FAC005,RES012,34
2025-01-21,FAC005,RES013,45
2025-01-21,FAC005,RES014,82
2025-01-21,FAC005,RES015,105
2025-01-21,FAC005,RES016,116
2025-01-21,FAC005,RES017,52
2025-01-21,FAC005,RES018,16
2025-01-21,FAC005,RES019,20
2025-01-21,FAC005,RES020,127
2025-01-21,FAC005,RES021,8
2025-01-21,FAC005,RES022,10
2025-01-21,FAC005,RES023,48
2025-01-21,FAC005,RES024,48
2025-01-21,FAC005,RES025,22
2025-01-21,FAC006,RES001,79
2025-01-21,FAC006,RES002,40
2025-01-21,FAC006,RES003,59
2025-01-21,FAC006,RES004,118
2025-01-21,FAC006,RES005,108
2025-01-21,FAC006,RES006,20
2025-01-21,FAC006,RES007,38
2025-01-21,FAC006,RES008,22
2025-01-21,FAC006,RES009,93
2025-01-21,FAC006,RES010,31
2025-01-21,FAC006,RES011,66
2025-01-21,FAC006,RES012,36
2025-01-21,FAC006,RES013,59
2025-01-21,FAC006,RES014,69
2025-01-21,FAC006,RES015,104
2025-01-21,FAC006,RES016,107
2025-01-21,FAC006,RES017,69
2025-01-21,FAC006,RES018,13
2025-01-21,FAC006,RES019,30
2025-01-21,FAC006,RES020,81
2025-01-21,FAC006,RES021,9
2025-01-21,FAC006,RES022,10
2025-01-21,FAC006,RES023,50
2025-01-21,FAC006,RES024,39
2025-01-21,FAC006,RES025,22
2025-01-21,FAC007,RES001,88
2025-01-21,FAC007,RES002,40
2025-01-21,FAC007,RES003,44
2025-01-21,FAC007,RES004,140
2025-01-21,FAC007,RES005,103
2025-01-21,FAC007,RES006,34
2025-01-21,FAC007,RES007,31
2025-01-21,FAC007,RES008,17
2025-01-21,FAC007,RES009,82
2025-01-21,FAC007,RES010,41
2025-01-21,FAC007,RES011,49
2025-01-21,FAC007,RES012,30
2025-01-21,FAC007,RES013,39
2025-01-21,FAC007,RES014,55
2025-01-21,FAC007,RES015,103
2025-01-21,FAC007,RES016,92
2025-01-21,FAC007,RES017,40
2025-01-21,FAC007,RES018,14
2025-01-21,FAC007,RES019,15
2025-01-21,FAC007,RES020,135
2025-01-21,FAC007,RES021,7
2025-01-21,FAC007,RES022,6
2025-01-21,FAC007,RES023,62
2025-01-21,FAC007,RES024,46
2025-01-21,FAC007,RES025,24
2025-01-21,FAC008,RES001,121
2025-01-21,FAC008,RES002,60
2025-01-21,FAC008,RES003,43
2025-01-21,FAC008,RES004,157
2025-01-21,FAC008,RES005,136
2025-01-21,FAC008,RES006,31
2025-01-21,FAC008,RES007,43
2025-01-21,FAC008,RES008,19
2025-01-21,FAC008,RES009,135
2025-01-21,FAC008,RES010,45
2025-01-21,FAC008,RES011,73
2025-01-21,FAC008,RES012,42
2025-01-21,FAC008,RES013,50
2025-01-21,FAC008,RES014,92
2025-01-21,FAC008,RES015,125
2025-01-21,FAC008,RES016,91
2025-01-21,FAC008,RES017,81
2025-01-21,FAC008,RES018,18
2025-01-21,FAC008,RES019,21
2025-01-21,FAC008,RES020,152
2025-01-21,FAC008,RES021,19
2025-01-21,FAC008,RES022,8
2025-01-21,FAC008,RES023,63
2025-01-21,FAC008,RES024,52
2025-01-21,FAC008,RES025,25
2025-01-21,FAC009,RES001,116
2025-01-21,FAC009,RES002,50
2025-01-21,FAC009,RES003,70
2025-01-21,FAC009,RES004,132
2025-01-21,FAC009,RES005,118
2025-01-21,FAC009,RES006,33
2025-01-21,FAC009,RES007,30
2025-01-21,FAC009,RES008,15
2025-01-21,FAC009,RES009,140
2025-01-21,FAC009,RES010,58
2025-01-21,FAC009,RES011,76
2025-01-21,FAC009,RES012,34
2025-01-21,FAC009,RES013,45
2025-01-21,FAC009,RES014,72
2025-01-21,FAC009,RES015,140
2025-01-21,FAC009,RES016,141
2025-01-21,FAC009,RES017,56
2025-01-21,FAC009,RES018,15
2025-01-21,FAC009,RES019,37
2025-01-21,FAC009,RES020,148
2025-01-21,FAC009,RES021,17
2025-01-21,FAC009,RES022,5
2025-01-21,FAC009,RES023,75
2025-01-21,FAC009,RES024,66
2025-01-21,FAC009,RES025,21
2025-01-21,FAC010,RES001,123
2025-01-21,FAC010,RES002,48
2025-01-21,FAC010,RES003,51
2025-01-21,FAC010,RES004,144
2025-01-21,FAC010,RES005,121
2025-01-21,FAC010,RES006,28
2025-01-21,FAC010,RES007,40
2025-01-21,FAC010,RES008,19
2025-01-21,FAC010,RES009,97
2025-01-21,FAC010,RES010,53
2025-01-21,FAC010,RES011,61
2025-01-21,FAC010,RES012,32
2025-01-21,FAC010,RES013,55
2025-01-21,FAC010,RES014,72
2025-01-21,FAC010,RES015,119
2025-01-21,FAC010,RES016,131
2025-01-21,FAC010,RES017,72
2025-01-21,FAC010,RES018,16
2025-01-21,FAC010,RES019,29
2025-01-21,FAC010,RES020,138
2025-01-21,FAC010,RES021,18
2025-01-21,FAC010,RES022,5
2025-01-21,FAC010,RES023,63
2025-01-21,FAC010,RES024,49
2025-01-21,FAC010,RES025,22
2025-01-21,FAC011,RES001,119
2025-01-21,FAC011,RES002,36
2025-01-21,FAC011,RES003,60
2025-01-21,FAC011,RES004,150
2025-01-21,FAC011,RES005,84
2025-01-21,FAC011,RES006,19
2025-01-21,FAC011,RES007,25
2025-01-21,FAC011,RES008,19
2025-01-21,FAC011,RES009,132
2025-01-21,FAC011,RES010,42
2025-01-21,FAC011,RES011,74
2025-01-21,FAC011,RES012,39
